,image_path
5141,L:\DL_Dataset\facescape\fsmview_trainset\157\7_jaw_forward\32.jpg
5142,L:\DL_Dataset\facescape\fsmview_trainset\157\7_jaw_forward\59.jpg
5143,L:\DL_Dataset\facescape\fsmview_trainset\157\8_mouth_left\25.jpg
5144,L:\DL_Dataset\facescape\fsmview_trainset\157\8_mouth_left\27.jpg
5145,L:\DL_Dataset\facescape\fsmview_trainset\157\8_mouth_left\33.jpg
5146,L:\DL_Dataset\facescape\fsmview_trainset\157\8_mouth_left\60.jpg
5147,L:\DL_Dataset\facescape\fsmview_trainset\157\9_mouth_right\24.jpg
5148,L:\DL_Dataset\facescape\fsmview_trainset\157\9_mouth_right\26.jpg
5149,L:\DL_Dataset\facescape\fsmview_trainset\157\9_mouth_right\32.jpg
5150,L:\DL_Dataset\facescape\fsmview_trainset\157\9_mouth_right\59.jpg
5151,L:\DL_Dataset\facescape\fsmview_trainset\158\10_dimpler\1.jpg
5152,L:\DL_Dataset\facescape\fsmview_trainset\158\10_dimpler\33.jpg
5153,L:\DL_Dataset\facescape\fsmview_trainset\158\10_dimpler\34.jpg
5154,L:\DL_Dataset\facescape\fsmview_trainset\158\10_dimpler\43.jpg
5155,L:\DL_Dataset\facescape\fsmview_trainset\158\11_chin_raiser\1.jpg
5156,L:\DL_Dataset\facescape\fsmview_trainset\158\11_chin_raiser\32.jpg
5157,L:\DL_Dataset\facescape\fsmview_trainset\158\11_chin_raiser\33.jpg
5158,L:\DL_Dataset\facescape\fsmview_trainset\158\11_chin_raiser\42.jpg
5159,L:\DL_Dataset\facescape\fsmview_trainset\158\12_lip_puckerer\1.jpg
5160,L:\DL_Dataset\facescape\fsmview_trainset\158\12_lip_puckerer\33.jpg
5161,L:\DL_Dataset\facescape\fsmview_trainset\158\12_lip_puckerer\34.jpg
5162,L:\DL_Dataset\facescape\fsmview_trainset\158\12_lip_puckerer\43.jpg
5163,L:\DL_Dataset\facescape\fsmview_trainset\158\13_lip_funneler\1.jpg
5164,L:\DL_Dataset\facescape\fsmview_trainset\158\13_lip_funneler\34.jpg
5165,L:\DL_Dataset\facescape\fsmview_trainset\158\13_lip_funneler\35.jpg
5166,L:\DL_Dataset\facescape\fsmview_trainset\158\13_lip_funneler\44.jpg
5167,L:\DL_Dataset\facescape\fsmview_trainset\158\14_sadness\1.jpg
5168,L:\DL_Dataset\facescape\fsmview_trainset\158\14_sadness\33.jpg
5169,L:\DL_Dataset\facescape\fsmview_trainset\158\14_sadness\34.jpg
5170,L:\DL_Dataset\facescape\fsmview_trainset\158\14_sadness\43.jpg
5171,L:\DL_Dataset\facescape\fsmview_trainset\158\15_lip_roll\1.jpg
5172,L:\DL_Dataset\facescape\fsmview_trainset\158\15_lip_roll\33.jpg
5173,L:\DL_Dataset\facescape\fsmview_trainset\158\15_lip_roll\34.jpg
5174,L:\DL_Dataset\facescape\fsmview_trainset\158\15_lip_roll\43.jpg
5175,L:\DL_Dataset\facescape\fsmview_trainset\158\16_grin\0.jpg
5176,L:\DL_Dataset\facescape\fsmview_trainset\158\16_grin\33.jpg
5177,L:\DL_Dataset\facescape\fsmview_trainset\158\16_grin\34.jpg
5178,L:\DL_Dataset\facescape\fsmview_trainset\158\16_grin\43.jpg
5179,L:\DL_Dataset\facescape\fsmview_trainset\158\17_cheek_blowing\1.jpg
5180,L:\DL_Dataset\facescape\fsmview_trainset\158\17_cheek_blowing\34.jpg
5181,L:\DL_Dataset\facescape\fsmview_trainset\158\17_cheek_blowing\35.jpg
5182,L:\DL_Dataset\facescape\fsmview_trainset\158\17_cheek_blowing\44.jpg
5183,L:\DL_Dataset\facescape\fsmview_trainset\158\18_eye_closed\1.jpg
5184,L:\DL_Dataset\facescape\fsmview_trainset\158\18_eye_closed\33.jpg
5185,L:\DL_Dataset\facescape\fsmview_trainset\158\18_eye_closed\34.jpg
5186,L:\DL_Dataset\facescape\fsmview_trainset\158\18_eye_closed\43.jpg
5187,L:\DL_Dataset\facescape\fsmview_trainset\158\19_brow_raiser\1.jpg
5188,L:\DL_Dataset\facescape\fsmview_trainset\158\19_brow_raiser\33.jpg
5189,L:\DL_Dataset\facescape\fsmview_trainset\158\19_brow_raiser\34.jpg
5190,L:\DL_Dataset\facescape\fsmview_trainset\158\19_brow_raiser\43.jpg
5191,L:\DL_Dataset\facescape\fsmview_trainset\158\1_neutral\1.jpg
5192,L:\DL_Dataset\facescape\fsmview_trainset\158\1_neutral\33.jpg
5193,L:\DL_Dataset\facescape\fsmview_trainset\158\1_neutral\34.jpg
5194,L:\DL_Dataset\facescape\fsmview_trainset\158\1_neutral\43.jpg
5195,L:\DL_Dataset\facescape\fsmview_trainset\158\20_brow_lower\1.jpg
5196,L:\DL_Dataset\facescape\fsmview_trainset\158\20_brow_lower\33.jpg
5197,L:\DL_Dataset\facescape\fsmview_trainset\158\20_brow_lower\34.jpg
5198,L:\DL_Dataset\facescape\fsmview_trainset\158\20_brow_lower\43.jpg
5199,L:\DL_Dataset\facescape\fsmview_trainset\158\2_smile\1.jpg
5200,L:\DL_Dataset\facescape\fsmview_trainset\158\2_smile\32.jpg
5201,L:\DL_Dataset\facescape\fsmview_trainset\158\2_smile\33.jpg
5202,L:\DL_Dataset\facescape\fsmview_trainset\158\2_smile\42.jpg
5203,L:\DL_Dataset\facescape\fsmview_trainset\158\3_mouth_stretch\1.jpg
5204,L:\DL_Dataset\facescape\fsmview_trainset\158\3_mouth_stretch\33.jpg
5205,L:\DL_Dataset\facescape\fsmview_trainset\158\3_mouth_stretch\34.jpg
5206,L:\DL_Dataset\facescape\fsmview_trainset\158\3_mouth_stretch\43.jpg
5207,L:\DL_Dataset\facescape\fsmview_trainset\158\4_anger\1.jpg
5208,L:\DL_Dataset\facescape\fsmview_trainset\158\4_anger\33.jpg
5209,L:\DL_Dataset\facescape\fsmview_trainset\158\4_anger\34.jpg
5210,L:\DL_Dataset\facescape\fsmview_trainset\158\4_anger\43.jpg
5211,L:\DL_Dataset\facescape\fsmview_trainset\158\5_jaw_left\1.jpg
5212,L:\DL_Dataset\facescape\fsmview_trainset\158\5_jaw_left\33.jpg
5213,L:\DL_Dataset\facescape\fsmview_trainset\158\5_jaw_left\34.jpg
5214,L:\DL_Dataset\facescape\fsmview_trainset\158\5_jaw_left\42.jpg
5215,L:\DL_Dataset\facescape\fsmview_trainset\158\6_jaw_right\1.jpg
5216,L:\DL_Dataset\facescape\fsmview_trainset\158\6_jaw_right\33.jpg
5217,L:\DL_Dataset\facescape\fsmview_trainset\158\6_jaw_right\34.jpg
5218,L:\DL_Dataset\facescape\fsmview_trainset\158\6_jaw_right\43.jpg
5219,L:\DL_Dataset\facescape\fsmview_trainset\158\7_jaw_forward\1.jpg
5220,L:\DL_Dataset\facescape\fsmview_trainset\158\7_jaw_forward\33.jpg
5221,L:\DL_Dataset\facescape\fsmview_trainset\158\7_jaw_forward\34.jpg
5222,L:\DL_Dataset\facescape\fsmview_trainset\158\7_jaw_forward\43.jpg
5223,L:\DL_Dataset\facescape\fsmview_trainset\158\8_mouth_left\1.jpg
5224,L:\DL_Dataset\facescape\fsmview_trainset\158\8_mouth_left\33.jpg
5225,L:\DL_Dataset\facescape\fsmview_trainset\158\8_mouth_left\34.jpg
5226,L:\DL_Dataset\facescape\fsmview_trainset\158\8_mouth_left\43.jpg
5227,L:\DL_Dataset\facescape\fsmview_trainset\158\9_mouth_right\1.jpg
5228,L:\DL_Dataset\facescape\fsmview_trainset\158\9_mouth_right\33.jpg
5229,L:\DL_Dataset\facescape\fsmview_trainset\158\9_mouth_right\34.jpg
5230,L:\DL_Dataset\facescape\fsmview_trainset\158\9_mouth_right\42.jpg
5231,L:\DL_Dataset\facescape\fsmview_trainset\159\10_dimpler\14.jpg
5232,L:\DL_Dataset\facescape\fsmview_trainset\159\10_dimpler\16.jpg
5233,L:\DL_Dataset\facescape\fsmview_trainset\159\10_dimpler\17.jpg
5234,L:\DL_Dataset\facescape\fsmview_trainset\159\10_dimpler\18.jpg
5235,L:\DL_Dataset\facescape\fsmview_trainset\159\11_chin_raiser\14.jpg
5236,L:\DL_Dataset\facescape\fsmview_trainset\159\11_chin_raiser\16.jpg
5237,L:\DL_Dataset\facescape\fsmview_trainset\159\11_chin_raiser\17.jpg
5238,L:\DL_Dataset\facescape\fsmview_trainset\159\11_chin_raiser\18.jpg
5239,L:\DL_Dataset\facescape\fsmview_trainset\159\12_lip_puckerer\14.jpg
5240,L:\DL_Dataset\facescape\fsmview_trainset\159\12_lip_puckerer\16.jpg
5241,L:\DL_Dataset\facescape\fsmview_trainset\159\12_lip_puckerer\17.jpg
5242,L:\DL_Dataset\facescape\fsmview_trainset\159\12_lip_puckerer\18.jpg
5243,L:\DL_Dataset\facescape\fsmview_trainset\159\13_lip_funneler\14.jpg
5244,L:\DL_Dataset\facescape\fsmview_trainset\159\13_lip_funneler\16.jpg
5245,L:\DL_Dataset\facescape\fsmview_trainset\159\13_lip_funneler\17.jpg
5246,L:\DL_Dataset\facescape\fsmview_trainset\159\13_lip_funneler\18.jpg
5247,L:\DL_Dataset\facescape\fsmview_trainset\159\14_sadness\14.jpg
5248,L:\DL_Dataset\facescape\fsmview_trainset\159\14_sadness\16.jpg
5249,L:\DL_Dataset\facescape\fsmview_trainset\159\14_sadness\17.jpg
5250,L:\DL_Dataset\facescape\fsmview_trainset\159\14_sadness\18.jpg
5251,L:\DL_Dataset\facescape\fsmview_trainset\159\15_lip_roll\14.jpg
5252,L:\DL_Dataset\facescape\fsmview_trainset\159\15_lip_roll\16.jpg
5253,L:\DL_Dataset\facescape\fsmview_trainset\159\15_lip_roll\17.jpg
5254,L:\DL_Dataset\facescape\fsmview_trainset\159\15_lip_roll\18.jpg
5255,L:\DL_Dataset\facescape\fsmview_trainset\159\16_grin\14.jpg
5256,L:\DL_Dataset\facescape\fsmview_trainset\159\16_grin\16.jpg
5257,L:\DL_Dataset\facescape\fsmview_trainset\159\16_grin\17.jpg
5258,L:\DL_Dataset\facescape\fsmview_trainset\159\16_grin\18.jpg
5259,L:\DL_Dataset\facescape\fsmview_trainset\159\17_cheek_blowing\14.jpg
5260,L:\DL_Dataset\facescape\fsmview_trainset\159\17_cheek_blowing\16.jpg
5261,L:\DL_Dataset\facescape\fsmview_trainset\159\17_cheek_blowing\17.jpg
5262,L:\DL_Dataset\facescape\fsmview_trainset\159\17_cheek_blowing\18.jpg
5263,L:\DL_Dataset\facescape\fsmview_trainset\159\18_eye_closed\13.jpg
5264,L:\DL_Dataset\facescape\fsmview_trainset\159\18_eye_closed\15.jpg
5265,L:\DL_Dataset\facescape\fsmview_trainset\159\18_eye_closed\16.jpg
5266,L:\DL_Dataset\facescape\fsmview_trainset\159\18_eye_closed\17.jpg
5267,L:\DL_Dataset\facescape\fsmview_trainset\159\19_brow_raiser\14.jpg
5268,L:\DL_Dataset\facescape\fsmview_trainset\159\19_brow_raiser\16.jpg
5269,L:\DL_Dataset\facescape\fsmview_trainset\159\19_brow_raiser\17.jpg
5270,L:\DL_Dataset\facescape\fsmview_trainset\159\19_brow_raiser\18.jpg
5271,L:\DL_Dataset\facescape\fsmview_trainset\159\1_neutral\14.jpg
5272,L:\DL_Dataset\facescape\fsmview_trainset\159\1_neutral\16.jpg
5273,L:\DL_Dataset\facescape\fsmview_trainset\159\1_neutral\17.jpg
5274,L:\DL_Dataset\facescape\fsmview_trainset\159\1_neutral\18.jpg
5275,L:\DL_Dataset\facescape\fsmview_trainset\159\20_brow_lower\14.jpg
5276,L:\DL_Dataset\facescape\fsmview_trainset\159\20_brow_lower\16.jpg
5277,L:\DL_Dataset\facescape\fsmview_trainset\159\20_brow_lower\17.jpg
5278,L:\DL_Dataset\facescape\fsmview_trainset\159\20_brow_lower\18.jpg
5279,L:\DL_Dataset\facescape\fsmview_trainset\159\2_smile\14.jpg
5280,L:\DL_Dataset\facescape\fsmview_trainset\159\2_smile\16.jpg
5281,L:\DL_Dataset\facescape\fsmview_trainset\159\2_smile\17.jpg
5282,L:\DL_Dataset\facescape\fsmview_trainset\159\2_smile\18.jpg
5283,L:\DL_Dataset\facescape\fsmview_trainset\159\3_mouth_stretch\14.jpg
5284,L:\DL_Dataset\facescape\fsmview_trainset\159\3_mouth_stretch\16.jpg
5285,L:\DL_Dataset\facescape\fsmview_trainset\159\3_mouth_stretch\17.jpg
5286,L:\DL_Dataset\facescape\fsmview_trainset\159\3_mouth_stretch\18.jpg
5287,L:\DL_Dataset\facescape\fsmview_trainset\159\4_anger\14.jpg
5288,L:\DL_Dataset\facescape\fsmview_trainset\159\4_anger\16.jpg
5289,L:\DL_Dataset\facescape\fsmview_trainset\159\4_anger\17.jpg
5290,L:\DL_Dataset\facescape\fsmview_trainset\159\4_anger\18.jpg
5291,L:\DL_Dataset\facescape\fsmview_trainset\159\5_jaw_left\14.jpg
5292,L:\DL_Dataset\facescape\fsmview_trainset\159\5_jaw_left\16.jpg
5293,L:\DL_Dataset\facescape\fsmview_trainset\159\5_jaw_left\17.jpg
5294,L:\DL_Dataset\facescape\fsmview_trainset\159\5_jaw_left\18.jpg
5295,L:\DL_Dataset\facescape\fsmview_trainset\159\6_jaw_right\14.jpg
5296,L:\DL_Dataset\facescape\fsmview_trainset\159\6_jaw_right\16.jpg
5297,L:\DL_Dataset\facescape\fsmview_trainset\159\6_jaw_right\17.jpg
5298,L:\DL_Dataset\facescape\fsmview_trainset\159\6_jaw_right\18.jpg
5299,L:\DL_Dataset\facescape\fsmview_trainset\159\7_jaw_forward\14.jpg
5300,L:\DL_Dataset\facescape\fsmview_trainset\159\7_jaw_forward\16.jpg
5301,L:\DL_Dataset\facescape\fsmview_trainset\159\7_jaw_forward\17.jpg
5302,L:\DL_Dataset\facescape\fsmview_trainset\159\7_jaw_forward\18.jpg
5303,L:\DL_Dataset\facescape\fsmview_trainset\159\8_mouth_left\14.jpg
5304,L:\DL_Dataset\facescape\fsmview_trainset\159\8_mouth_left\16.jpg
5305,L:\DL_Dataset\facescape\fsmview_trainset\159\8_mouth_left\17.jpg
5306,L:\DL_Dataset\facescape\fsmview_trainset\159\8_mouth_left\18.jpg
5307,L:\DL_Dataset\facescape\fsmview_trainset\159\9_mouth_right\13.jpg
5308,L:\DL_Dataset\facescape\fsmview_trainset\159\9_mouth_right\15.jpg
5309,L:\DL_Dataset\facescape\fsmview_trainset\159\9_mouth_right\16.jpg
5310,L:\DL_Dataset\facescape\fsmview_trainset\159\9_mouth_right\17.jpg
5311,L:\DL_Dataset\facescape\fsmview_trainset\16\10_dimpler\1.jpg
5312,L:\DL_Dataset\facescape\fsmview_trainset\16\10_dimpler\33.jpg
5313,L:\DL_Dataset\facescape\fsmview_trainset\16\10_dimpler\34.jpg
5314,L:\DL_Dataset\facescape\fsmview_trainset\16\10_dimpler\43.jpg
5315,L:\DL_Dataset\facescape\fsmview_trainset\16\11_chin_raiser\1.jpg
5316,L:\DL_Dataset\facescape\fsmview_trainset\16\11_chin_raiser\33.jpg
5317,L:\DL_Dataset\facescape\fsmview_trainset\16\11_chin_raiser\34.jpg
5318,L:\DL_Dataset\facescape\fsmview_trainset\16\11_chin_raiser\42.jpg
5319,L:\DL_Dataset\facescape\fsmview_trainset\16\12_lip_puckerer\1.jpg
5320,L:\DL_Dataset\facescape\fsmview_trainset\16\12_lip_puckerer\31.jpg
5321,L:\DL_Dataset\facescape\fsmview_trainset\16\12_lip_puckerer\32.jpg
5322,L:\DL_Dataset\facescape\fsmview_trainset\16\12_lip_puckerer\41.jpg
5323,L:\DL_Dataset\facescape\fsmview_trainset\16\13_lip_funneler\1.jpg
5324,L:\DL_Dataset\facescape\fsmview_trainset\16\13_lip_funneler\33.jpg
5325,L:\DL_Dataset\facescape\fsmview_trainset\16\13_lip_funneler\34.jpg
5326,L:\DL_Dataset\facescape\fsmview_trainset\16\13_lip_funneler\43.jpg
5327,L:\DL_Dataset\facescape\fsmview_trainset\16\14_sadness\1.jpg
5328,L:\DL_Dataset\facescape\fsmview_trainset\16\14_sadness\33.jpg
5329,L:\DL_Dataset\facescape\fsmview_trainset\16\14_sadness\34.jpg
5330,L:\DL_Dataset\facescape\fsmview_trainset\16\14_sadness\43.jpg
5331,L:\DL_Dataset\facescape\fsmview_trainset\16\15_lip_roll\1.jpg
5332,L:\DL_Dataset\facescape\fsmview_trainset\16\15_lip_roll\32.jpg
5333,L:\DL_Dataset\facescape\fsmview_trainset\16\15_lip_roll\33.jpg
5334,L:\DL_Dataset\facescape\fsmview_trainset\16\15_lip_roll\42.jpg
5335,L:\DL_Dataset\facescape\fsmview_trainset\16\16_grin\1.jpg
5336,L:\DL_Dataset\facescape\fsmview_trainset\16\16_grin\32.jpg
5337,L:\DL_Dataset\facescape\fsmview_trainset\16\16_grin\33.jpg
5338,L:\DL_Dataset\facescape\fsmview_trainset\16\16_grin\42.jpg
5339,L:\DL_Dataset\facescape\fsmview_trainset\16\17_cheek_blowing\1.jpg
5340,L:\DL_Dataset\facescape\fsmview_trainset\16\17_cheek_blowing\33.jpg
5341,L:\DL_Dataset\facescape\fsmview_trainset\16\17_cheek_blowing\34.jpg
5342,L:\DL_Dataset\facescape\fsmview_trainset\16\17_cheek_blowing\43.jpg
5343,L:\DL_Dataset\facescape\fsmview_trainset\16\18_eye_closed\1.jpg
5344,L:\DL_Dataset\facescape\fsmview_trainset\16\18_eye_closed\33.jpg
5345,L:\DL_Dataset\facescape\fsmview_trainset\16\18_eye_closed\34.jpg
5346,L:\DL_Dataset\facescape\fsmview_trainset\16\18_eye_closed\43.jpg
5347,L:\DL_Dataset\facescape\fsmview_trainset\16\19_brow_raiser\1.jpg
5348,L:\DL_Dataset\facescape\fsmview_trainset\16\19_brow_raiser\33.jpg
5349,L:\DL_Dataset\facescape\fsmview_trainset\16\19_brow_raiser\34.jpg
5350,L:\DL_Dataset\facescape\fsmview_trainset\16\19_brow_raiser\43.jpg
5351,L:\DL_Dataset\facescape\fsmview_trainset\16\1_neutral\1.jpg
5352,L:\DL_Dataset\facescape\fsmview_trainset\16\1_neutral\33.jpg
5353,L:\DL_Dataset\facescape\fsmview_trainset\16\1_neutral\34.jpg
5354,L:\DL_Dataset\facescape\fsmview_trainset\16\1_neutral\43.jpg
5355,L:\DL_Dataset\facescape\fsmview_trainset\16\20_brow_lower\1.jpg
5356,L:\DL_Dataset\facescape\fsmview_trainset\16\20_brow_lower\33.jpg
5357,L:\DL_Dataset\facescape\fsmview_trainset\16\20_brow_lower\34.jpg
5358,L:\DL_Dataset\facescape\fsmview_trainset\16\20_brow_lower\43.jpg
5359,L:\DL_Dataset\facescape\fsmview_trainset\16\2_smile\1.jpg
5360,L:\DL_Dataset\facescape\fsmview_trainset\16\2_smile\33.jpg
5361,L:\DL_Dataset\facescape\fsmview_trainset\16\2_smile\34.jpg
5362,L:\DL_Dataset\facescape\fsmview_trainset\16\2_smile\43.jpg
5363,L:\DL_Dataset\facescape\fsmview_trainset\16\3_mouth_stretch\1.jpg
5364,L:\DL_Dataset\facescape\fsmview_trainset\16\3_mouth_stretch\33.jpg
5365,L:\DL_Dataset\facescape\fsmview_trainset\16\3_mouth_stretch\34.jpg
5366,L:\DL_Dataset\facescape\fsmview_trainset\16\3_mouth_stretch\43.jpg
5367,L:\DL_Dataset\facescape\fsmview_trainset\16\4_anger\1.jpg
5368,L:\DL_Dataset\facescape\fsmview_trainset\16\4_anger\33.jpg
5369,L:\DL_Dataset\facescape\fsmview_trainset\16\4_anger\34.jpg
5370,L:\DL_Dataset\facescape\fsmview_trainset\16\4_anger\43.jpg
5371,L:\DL_Dataset\facescape\fsmview_trainset\16\5_jaw_left\1.jpg
5372,L:\DL_Dataset\facescape\fsmview_trainset\16\5_jaw_left\33.jpg
5373,L:\DL_Dataset\facescape\fsmview_trainset\16\5_jaw_left\34.jpg
5374,L:\DL_Dataset\facescape\fsmview_trainset\16\5_jaw_left\43.jpg
5375,L:\DL_Dataset\facescape\fsmview_trainset\16\6_jaw_right\1.jpg
5376,L:\DL_Dataset\facescape\fsmview_trainset\16\6_jaw_right\33.jpg
5377,L:\DL_Dataset\facescape\fsmview_trainset\16\6_jaw_right\34.jpg
5378,L:\DL_Dataset\facescape\fsmview_trainset\16\6_jaw_right\43.jpg
5379,L:\DL_Dataset\facescape\fsmview_trainset\16\7_jaw_forward\1.jpg
5380,L:\DL_Dataset\facescape\fsmview_trainset\16\7_jaw_forward\33.jpg
5381,L:\DL_Dataset\facescape\fsmview_trainset\16\7_jaw_forward\34.jpg
5382,L:\DL_Dataset\facescape\fsmview_trainset\16\7_jaw_forward\43.jpg
5383,L:\DL_Dataset\facescape\fsmview_trainset\16\8_mouth_left\1.jpg
5384,L:\DL_Dataset\facescape\fsmview_trainset\16\8_mouth_left\33.jpg
5385,L:\DL_Dataset\facescape\fsmview_trainset\16\8_mouth_left\34.jpg
5386,L:\DL_Dataset\facescape\fsmview_trainset\16\8_mouth_left\43.jpg
5387,L:\DL_Dataset\facescape\fsmview_trainset\16\9_mouth_right\1.jpg
5388,L:\DL_Dataset\facescape\fsmview_trainset\16\9_mouth_right\33.jpg
5389,L:\DL_Dataset\facescape\fsmview_trainset\16\9_mouth_right\34.jpg
5390,L:\DL_Dataset\facescape\fsmview_trainset\16\9_mouth_right\43.jpg
5391,L:\DL_Dataset\facescape\fsmview_trainset\160\10_dimpler\20.jpg
5392,L:\DL_Dataset\facescape\fsmview_trainset\160\10_dimpler\36.jpg
5393,L:\DL_Dataset\facescape\fsmview_trainset\160\10_dimpler\40.jpg
5394,L:\DL_Dataset\facescape\fsmview_trainset\160\10_dimpler\44.jpg
5395,L:\DL_Dataset\facescape\fsmview_trainset\160\11_chin_raiser\5.jpg
5396,L:\DL_Dataset\facescape\fsmview_trainset\160\11_chin_raiser\21.jpg
5397,L:\DL_Dataset\facescape\fsmview_trainset\160\11_chin_raiser\40.jpg
5398,L:\DL_Dataset\facescape\fsmview_trainset\160\11_chin_raiser\50.jpg
5399,L:\DL_Dataset\facescape\fsmview_trainset\160\12_lip_puckerer\6.jpg
5400,L:\DL_Dataset\facescape\fsmview_trainset\160\12_lip_puckerer\22.jpg
5401,L:\DL_Dataset\facescape\fsmview_trainset\160\12_lip_puckerer\43.jpg
5402,L:\DL_Dataset\facescape\fsmview_trainset\160\12_lip_puckerer\47.jpg
5403,L:\DL_Dataset\facescape\fsmview_trainset\160\13_lip_funneler\7.jpg
5404,L:\DL_Dataset\facescape\fsmview_trainset\160\13_lip_funneler\28.jpg
5405,L:\DL_Dataset\facescape\fsmview_trainset\160\13_lip_funneler\48.jpg
5406,L:\DL_Dataset\facescape\fsmview_trainset\160\13_lip_funneler\56.jpg
5407,L:\DL_Dataset\facescape\fsmview_trainset\160\14_sadness\8.jpg
5408,L:\DL_Dataset\facescape\fsmview_trainset\160\14_sadness\24.jpg
5409,L:\DL_Dataset\facescape\fsmview_trainset\160\14_sadness\46.jpg
5410,L:\DL_Dataset\facescape\fsmview_trainset\160\14_sadness\54.jpg
5411,L:\DL_Dataset\facescape\fsmview_trainset\160\15_lip_roll\0.jpg
5412,L:\DL_Dataset\facescape\fsmview_trainset\160\15_lip_roll\21.jpg
5413,L:\DL_Dataset\facescape\fsmview_trainset\160\15_lip_roll\44.jpg
5414,L:\DL_Dataset\facescape\fsmview_trainset\160\15_lip_roll\54.jpg
5415,L:\DL_Dataset\facescape\fsmview_trainset\160\16_grin\20.jpg
5416,L:\DL_Dataset\facescape\fsmview_trainset\160\16_grin\36.jpg
5417,L:\DL_Dataset\facescape\fsmview_trainset\160\16_grin\40.jpg
5418,L:\DL_Dataset\facescape\fsmview_trainset\160\17_cheek_blowing\21.jpg
5419,L:\DL_Dataset\facescape\fsmview_trainset\160\17_cheek_blowing\38.jpg
5420,L:\DL_Dataset\facescape\fsmview_trainset\160\17_cheek_blowing\45.jpg
5421,L:\DL_Dataset\facescape\fsmview_trainset\160\17_cheek_blowing\53.jpg
5422,L:\DL_Dataset\facescape\fsmview_trainset\160\18_eye_closed\3.jpg
5423,L:\DL_Dataset\facescape\fsmview_trainset\160\18_eye_closed\23.jpg
5424,L:\DL_Dataset\facescape\fsmview_trainset\160\18_eye_closed\37.jpg
5425,L:\DL_Dataset\facescape\fsmview_trainset\160\18_eye_closed\44.jpg
5426,L:\DL_Dataset\facescape\fsmview_trainset\160\19_brow_raiser\10.jpg
5427,L:\DL_Dataset\facescape\fsmview_trainset\160\19_brow_raiser\32.jpg
5428,L:\DL_Dataset\facescape\fsmview_trainset\160\19_brow_raiser\51.jpg
5429,L:\DL_Dataset\facescape\fsmview_trainset\160\19_brow_raiser\57.jpg
5430,L:\DL_Dataset\facescape\fsmview_trainset\160\1_neutral\4.jpg
5431,L:\DL_Dataset\facescape\fsmview_trainset\160\1_neutral\26.jpg
5432,L:\DL_Dataset\facescape\fsmview_trainset\160\1_neutral\46.jpg
5433,L:\DL_Dataset\facescape\fsmview_trainset\160\1_neutral\50.jpg
5434,L:\DL_Dataset\facescape\fsmview_trainset\160\20_brow_lower\8.jpg
5435,L:\DL_Dataset\facescape\fsmview_trainset\160\20_brow_lower\25.jpg
5436,L:\DL_Dataset\facescape\fsmview_trainset\160\20_brow_lower\51.jpg
5437,L:\DL_Dataset\facescape\fsmview_trainset\160\20_brow_lower\56.jpg
5438,L:\DL_Dataset\facescape\fsmview_trainset\160\2_smile\14.jpg
5439,L:\DL_Dataset\facescape\fsmview_trainset\160\2_smile\35.jpg
5440,L:\DL_Dataset\facescape\fsmview_trainset\160\2_smile\45.jpg
5441,L:\DL_Dataset\facescape\fsmview_trainset\160\2_smile\53.jpg
5442,L:\DL_Dataset\facescape\fsmview_trainset\160\3_mouth_stretch\11.jpg
5443,L:\DL_Dataset\facescape\fsmview_trainset\160\3_mouth_stretch\27.jpg
5444,L:\DL_Dataset\facescape\fsmview_trainset\160\3_mouth_stretch\41.jpg
5445,L:\DL_Dataset\facescape\fsmview_trainset\160\3_mouth_stretch\52.jpg
5446,L:\DL_Dataset\facescape\fsmview_trainset\160\4_anger\3.jpg
5447,L:\DL_Dataset\facescape\fsmview_trainset\160\4_anger\24.jpg
5448,L:\DL_Dataset\facescape\fsmview_trainset\160\4_anger\47.jpg
5449,L:\DL_Dataset\facescape\fsmview_trainset\160\4_anger\55.jpg
5450,L:\DL_Dataset\facescape\fsmview_trainset\160\5_jaw_left\6.jpg
5451,L:\DL_Dataset\facescape\fsmview_trainset\160\5_jaw_left\27.jpg
5452,L:\DL_Dataset\facescape\fsmview_trainset\160\5_jaw_left\38.jpg
5453,L:\DL_Dataset\facescape\fsmview_trainset\160\5_jaw_left\49.jpg
5454,L:\DL_Dataset\facescape\fsmview_trainset\160\6_jaw_right\9.jpg
5455,L:\DL_Dataset\facescape\fsmview_trainset\160\6_jaw_right\25.jpg
5456,L:\DL_Dataset\facescape\fsmview_trainset\160\6_jaw_right\49.jpg
5457,L:\DL_Dataset\facescape\fsmview_trainset\160\6_jaw_right\55.jpg
5458,L:\DL_Dataset\facescape\fsmview_trainset\160\7_jaw_forward\3.jpg
5459,L:\DL_Dataset\facescape\fsmview_trainset\160\7_jaw_forward\25.jpg
5460,L:\DL_Dataset\facescape\fsmview_trainset\160\7_jaw_forward\42.jpg
5461,L:\DL_Dataset\facescape\fsmview_trainset\160\7_jaw_forward\51.jpg
5462,L:\DL_Dataset\facescape\fsmview_trainset\160\8_mouth_left\10.jpg
